team,targeted_productivity,smv,wip,over_time,incentive,no_of_style_change,no_of_workers,actual_productivity,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday
4,0.7945205479452054,0.4024390243902439,0.3191252779836916,0.4761904761904762,0.0,0.0,0.6666666666666667,0.3241954911058902,True,False,False,False,False,False,False,False,True,False,False
11,0.8630136986301368,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0.11494252873563218,0.22850298344474812,True,False,False,False,False,False,False,False,True,False,False
4,0.9999999999999999,0.024196670538133958,0.0,0.4365079365079365,0.0,0.0,0.20689655172413793,0.8506732525541448,True,False,False,False,False,False,True,False,False,False,False
11,0.9315068493150683,0.0,0.0,0.373015873015873,0.0,0.0,0.17241379310344826,0.8505105698088559,True,False,False,False,False,False,True,False,False,False,False
9,0.9999999999999999,0.024196670538133958,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.8148632703491941,True,False,False,False,False,False,True,False,False,False,False
3,0.9315068493150683,0.020131629887727445,0.0,0.10317460317460318,0.0,0.0,0.06896551724137931,0.8024660018368751,True,False,False,False,False,False,True,False,False,False,False
1,0.9999999999999999,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.7546938340866779,True,False,False,False,False,False,True,False,False,False,False
1,0.9999999999999999,0.4874177313201702,0.2861378799110452,0.4166666666666667,0.42016806722689076,0.0,0.6264367816091955,0.63944892329726,True,False,False,False,False,False,True,False,False,False,False
3,0.9999999999999999,0.4874177313201702,0.33839881393624904,0.43253968253968256,0.42016806722689076,0.0,0.603448275862069,0.6389951469712569,True,False,False,False,False,False,True,False,False,False,False
8,0.9999999999999999,0.4502516453735965,0.46738324684951815,0.4682539682539683,0.42016806722689076,0.0,0.6551724137931034,0.6389903067265337,True,False,False,False,False,False,True,False,False,False,False
12,0.9999999999999999,0.4502516453735965,0.312824314306894,0.4682539682539683,0.5294117647058824,0.0,0.6551724137931034,0.6389903067265337,True,False,False,False,False,False,True,False,False,False,False
11,0.9999999999999999,0.16860240030971735,0.37249814677538917,0.4682539682539683,0.42016806722689076,0.0,0.3160919540229885,0.6388985586021872,True,False,False,False,False,False,True,False,False,False,False
5,0.9999999999999999,0.16860240030971735,0.2442550037064492,0.4682539682539683,0.42016806722689076,0.0,0.3390804597701149,0.6387985971734794,True,False,False,False,False,False,True,False,False,False,False
6,0.9999999999999999,0.44521873790166466,0.4269829503335804,0.4444444444444445,0.42016806722689076,0.0,0.6206896551724138,0.638771927334836,True,False,False,False,False,False,True,False,False,False,False
7,0.9999999999999999,0.44521873790166466,0.4217939214232765,0.4444444444444445,0.31932773109243695,0.0,0.6206896551724138,0.638771927334836,True,False,False,False,False,False,True,False,False,False,False
10,0.9315068493150683,0.3176538908246225,0.22609340252038546,0.4285714285714286,0.47058823529411764,0.0,0.5977011494252874,0.6243083592524002,True,False,False,False,False,False,True,False,False,False,False
2,0.9999999999999999,0.024196670538133958,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.6188368370013894,True,False,False,False,False,False,True,False,False,False,False
2,0.9315068493150683,0.32849399922570655,0.34988880652335064,0.4365079365079365,0.37815126050420167,0.0,0.6091954022988506,0.5825182129657698,True,False,False,False,False,False,True,False,False,False,False
10,0.8630136986301368,0.024196670538133958,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.5279013403490207,True,False,False,False,False,False,True,False,False,False,False
4,0.8630136986301368,0.4024390243902439,0.2016308376575241,0.9126984126984128,0.0,0.0,0.6666666666666667,0.5260084776187129,True,False,False,False,False,False,True,False,False,False,False
9,0.8630136986301368,0.4874177313201702,0.3973313565604151,0.4563492063492064,0.3361344537815126,0.0,0.6379310344827587,0.525818092028218,True,False,False,False,False,False,True,False,False,False,False
8,0.9999999999999999,0.0,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.4450362074664398,True,False,False,False,False,False,True,False,False,False,False
7,0.9999999999999999,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.4416295040676236,True,False,False,False,False,False,True,False,False,False,False
3,0.9315068493150683,0.024196670538133958,0.0,0.10317460317460318,0.0,0.0,0.06896551724137931,0.854467181169494,True,False,False,False,False,False,False,True,False,False,False
9,0.9999999999999999,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.78709276095796,True,False,False,False,False,False,False,True,False,False,False
1,0.9999999999999999,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.7685790887822949,True,False,False,False,False,False,False,True,False,False,False
6,0.9999999999999999,0.16860240030971735,0.19977761304670125,0.46130952380952384,0.42016806722689076,0.0,0.33333333333333337,0.728527884992682,True,False,False,False,False,False,False,True,False,False,False
4,0.9999999999999999,0.020131629887727445,0.0,0.4365079365079365,0.0,0.0,0.20689655172413793,0.7081886285861714,True,False,False,False,False,False,False,True,False,False,False
9,0.9999999999999999,0.4502516453735965,0.47368421052631576,0.4682539682539683,0.5042016806722689,0.0,0.6551724137931034,0.6956600182514667,True,False,False,False,False,False,False,True,False,False,False
7,0.9999999999999999,0.44521873790166466,0.4547813194959229,0.4642857142857143,0.5042016806722689,0.0,0.6264367816091955,0.6955099684095768,True,False,False,False,False,False,False,True,False,False,False
8,0.9999999999999999,0.44521873790166466,0.3851000741289844,0.44841269841269843,0.37815126050420167,0.0,0.6264367816091955,0.695407000435568,True,False,False,False,False,False,False,True,False,False,False
4,0.9999999999999999,0.4874177313201702,0.3254262416604892,0.28174603174603174,0.42016806722689076,0.0,0.6149425287356322,0.6393054120711444,True,False,False,False,False,False,False,True,False,False,False
1,0.9999999999999999,0.4502516453735965,0.382876204595997,0.4682539682539683,0.5294117647058824,0.0,0.6551724137931034,0.6389903067265337,True,False,False,False,False,False,False,True,False,False,False
2,0.9999999999999999,0.4874177313201702,0.28984432913269087,0.4404761904761905,0.42016806722689076,0.0,0.6149425287356322,0.6388991788572193,True,False,False,False,False,False,False,True,False,False,False
12,0.9999999999999999,0.16860240030971735,0.45070422535211263,0.46130952380952384,0.42016806722689076,0.0,0.33333333333333337,0.638665016794296,True,False,False,False,False,False,False,True,False,False,False
2,0.9999999999999999,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.6297265418261245,True,False,False,False,False,False,False,True,False,False,False
10,0.8630136986301368,0.020131629887727445,0.0,0.28571428571428575,0.0,0.0,0.1839080459770115,0.5926513363410455,True,False,False,False,False,False,False,True,False,False,False
11,0.9315068493150683,0.3176538908246225,0.19014084507042253,0.4285714285714286,0.37815126050420167,0.0,0.5977011494252874,0.5826371068335296,True,False,False,False,False,False,False,True,False,False,False
3,0.9315068493150683,0.32849399922570655,0.27205337286879167,0.4365079365079365,0.37815126050420167,0.0,0.6091954022988506,0.5825182129657698,True,False,False,False,False,False,False,True,False,False,False
10,0.8630136986301368,0.4874177313201702,0.4455151964418087,0.4563492063492064,0.3361344537815126,0.0,0.6379310344827587,0.525818092028218,True,False,False,False,False,False,False,True,False,False,False
8,0.9999999999999999,0.0,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.5063568754115505,True,False,False,False,False,False,False,True,False,False,False
7,0.9999999999999999,0.0,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.489323357289733,True,False,False,False,False,False,False,True,False,False,False
5,0.8630136986301368,0.8279132791327912,0.32765011119347665,0.46031746031746035,0.2184873949579832,0.0,0.6436781609195402,0.41695427479001257,True,False,False,False,False,False,False,True,False,False,False
11,0.9315068493150683,0.024196670538133958,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.12645066825735846,True,False,False,False,False,False,False,True,False,False,False
1,0.9999999999999999,0.020131629887727445,0.0,0.126984126984127,0.0,0.0,0.06896551724137931,0.8202630922462321,True,False,False,False,False,True,False,False,False,False,False
11,0.9999999999999999,0.020131629887727445,0.0,0.15873015873015875,0.0,0.0,0.09195402298850575,0.7959658542793308,True,False,False,False,False,True,False,False,False,False,False
4,0.9999999999999999,0.020131629887727445,0.0,0.253968253968254,0.0,0.0,0.16091954022988506,0.7442583555547783,True,False,False,False,False,True,False,False,False,False,False
3,0.9315068493150683,0.024196670538133958,0.0,0.126984126984127,0.0,0.0,0.06896551724137931,0.7236517139703528,True,False,False,False,False,True,False,False,False,False,False
9,0.9999999999999999,0.4502516453735965,0.4547813194959229,0.4682539682539683,0.6302521008403361,0.0,0.6551724137931034,0.6956600182514667,True,False,False,False,False,True,False,False,False,False,False
9,0.9999999999999999,0.0,0.0,0.126984126984127,0.0,0.0,0.06896551724137931,0.6621254686974067,True,False,False,False,False,True,False,False,False,False,False
2,0.9999999999999999,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.6436117965217416,True,False,False,False,False,True,False,False,False,False,False
7,0.9999999999999999,0.44521873790166466,0.46515937731653073,0.44841269841269843,0.42016806722689076,0.0,0.6264367816091955,0.6394027447462528,True,False,False,False,False,True,False,False,False,False,False
8,0.9999999999999999,0.44521873790166466,0.38806523350630096,0.44841269841269843,0.31932773109243695,0.0,0.6264367816091955,0.6394027447462528,True,False,False,False,False,True,False,False,False,False,False
1,0.9999999999999999,0.4502516453735965,0.4217939214232765,0.4682539682539683,0.5294117647058824,0.0,0.6551724137931034,0.6389903067265337,True,False,False,False,False,True,False,False,False,False,False
11,0.9999999999999999,0.3176538908246225,0.25129725722757595,0.3174603174603175,0.42016806722689076,0.0,0.6091954022988506,0.6389139792700214,True,False,False,False,False,True,False,False,False,False,False
6,0.9999999999999999,0.16860240030971735,0.26389918458117123,0.4761904761904762,0.42016806722689076,0.0,0.3448275862068966,0.6389083958469961,True,False,False,False,False,True,False,False,False,False,False
12,0.9999999999999999,0.16860240030971735,0.3843587842846553,0.4761904761904762,0.42016806722689076,0.0,0.3448275862068966,0.6389083958469961,True,False,False,False,False,True,False,False,False,False,False
2,0.9999999999999999,0.4874177313201702,0.2805782060785767,0.4563492063492064,0.42016806722689076,0.0,0.6379310344827587,0.6387172569285713,True,False,False,False,False,True,False,False,False,False,False
4,0.9999999999999999,0.4874177313201702,0.28131949592290584,0.4563492063492064,0.42016806722689076,0.0,0.6379310344827587,0.6387172569285713,True,False,False,False,False,True,False,False,False,False,False
10,0.9315068493150683,0.0,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.597327613827106,True,False,False,False,False,True,False,False,False,False,False
5,0.7260273972602739,0.0,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.5926991952193215,True,False,False,False,False,True,False,False,False,False,False
10,0.9315068493150683,0.4874177313201702,0.4014084507042253,0.4642857142857143,0.37815126050420167,0.0,0.6494252873563219,0.5826952337519278,True,False,False,False,False,True,False,False,False,False,False
3,0.9315068493150683,0.32849399922570655,0.34988880652335064,0.4365079365079365,0.37815126050420167,0.0,0.6091954022988506,0.5825182129657698,True,False,False,False,False,True,False,False,False,False,False
7,0.9999999999999999,0.020131629887727445,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.4995434686139181,True,False,False,False,False,True,False,False,False,False,False
8,0.9999999999999999,0.0,0.0,0.0634920634920635,0.0,0.0,0.06896551724137931,0.4859166527631803,True,False,False,False,False,True,False,False,False,False,False
5,0.7260273972602739,0.3693379790940766,0.24684951816160117,0.46031746031746035,0.19327731092436973,0.0,0.6436781609195402,0.4131160825201008,True,False,False,False,False,True,False,False,False,False,False
4,0.9999999999999999,0.020131629887727445,0.0,0.29365079365079366,0.0,0.0,0.1839080459770115,0.8267163586729783,True,False,False,False,False,False,False,False,False,True,False
1,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.7925627100166622,True,False,False,False,False,False,False,False,False,True,False
3,0.9315068493150683,0.024196670538133958,0.0,0.11904761904761905,0.0,0.0,0.09195402298850575,0.7504648225042564,True,False,False,False,False,False,False,False,False,True,False
11,0.9999999999999999,0.024196670538133958,0.0,0.17857142857142858,0.0,0.0,0.14942528735632185,0.7386463726046734,True,False,False,False,False,False,False,False,False,True,False
9,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.7042019980097166,True,False,False,False,False,False,False,False,False,True,False
1,0.9999999999999999,0.4502516453735965,0.43995552260934023,0.7023809523809524,0.6302521008403361,0.0,0.6551724137931034,0.6955842557909018,True,False,False,False,False,False,False,False,False,True,False
9,0.9999999999999999,0.4502516453735965,0.4836916234247591,0.7023809523809524,0.6302521008403361,0.0,0.6551724137931034,0.6955842557909018,True,False,False,False,False,False,False,False,False,True,False
10,0.9315068493150683,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.6495025108059027,True,False,False,False,False,False,False,False,False,True,False
2,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.6452948574235772,True,False,False,False,False,False,False,False,False,True,False
2,0.9999999999999999,0.4874177313201702,0.2653817642698295,0.6845238095238095,0.42016806722689076,0.0,0.6379310344827587,0.6393013612419167,True,False,False,False,False,False,False,False,False,True,False
4,0.9999999999999999,0.4874177313201702,0.34284655300222383,0.6845238095238095,0.42016806722689076,0.0,0.6379310344827587,0.6393013612419167,True,False,False,False,False,False,False,False,False,True,False
3,0.9999999999999999,0.32849399922570655,0.3569310600444774,0.6547619047619048,0.42016806722689076,0.0,0.6091954022988506,0.6389397672187827,True,False,False,False,False,False,False,False,False,True,False
12,0.9999999999999999,0.16860240030971735,0.4080800593031875,0.3511904761904762,0.42016806722689076,0.0,0.3390804597701149,0.6387899361577586,True,False,False,False,False,False,False,False,False,True,False
7,0.9999999999999999,0.44521873790166466,0.38361749444032617,0.6726190476190477,0.31932773109243695,0.0,0.6264367816091955,0.6387761236420622,True,False,False,False,False,False,False,False,False,True,False
8,0.9999999999999999,0.44521873790166466,0.4014084507042253,0.6726190476190477,0.31932773109243695,0.0,0.6264367816091955,0.6387761236420622,True,False,False,False,False,False,False,False,False,True,False
6,0.9999999999999999,0.16860240030971735,0.33728687916975536,0.29563492063492064,0.31932773109243695,0.0,0.3390804597701149,0.6387173110599196,True,False,False,False,False,False,False,False,False,True,False
10,0.9315068493150683,0.4874177313201702,0.44810971089696067,0.6964285714285715,0.37815126050420167,0.0,0.6494252873563219,0.5828592686531868,True,False,False,False,False,False,False,False,False,True,False
11,0.9315068493150683,0.3176538908246225,0.21868050407709413,0.6547619047619048,0.37815126050420167,0.0,0.6091954022988506,0.5823093798628841,True,False,False,False,False,False,False,False,False,True,False
8,0.9999999999999999,0.0,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.5044986736601722,True,False,False,False,False,False,False,False,False,True,False
5,0.7945205479452054,0.3693379790940766,0.2994810971089696,0.6904761904761906,0.29411764705882354,0.0,0.6436781609195402,0.46945164235999226,True,False,False,False,False,False,False,False,False,True,False
7,0.9999999999999999,0.0,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.43140939274343837,True,False,False,False,False,False,False,False,False,True,False
1,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.8093933224182283,True,False,False,False,False,False,False,False,False,False,True
9,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.7294479160481973,True,False,False,False,False,False,False,False,False,False,True
1,0.9999999999999999,0.4502516453735965,0.4369903632320237,0.7023809523809524,0.6302521008403361,0.0,0.6551724137931034,0.6955842557909018,True,False,False,False,False,False,False,False,False,False,True
9,0.9999999999999999,0.4502516453735965,0.4907338769458858,0.7023809523809524,0.6302521008403361,0.0,0.6551724137931034,0.6955842557909018,True,False,False,False,False,False,False,False,False,False,True
8,0.9999999999999999,0.44521873790166466,0.4206819866567828,0.6726190476190477,0.5042016806722689,0.0,0.6264367816091955,0.6951720173805295,True,False,False,False,False,False,False,False,False,False,True
3,0.9315068493150683,0.024196670538133958,0.0,0.17857142857142858,0.0,0.0,0.14942528735632185,0.67246305294146,True,False,False,False,False,False,False,False,False,False,True
4,0.9999999999999999,0.020131629887727445,0.0,0.29365079365079366,0.0,0.0,0.1839080459770115,0.6692902161386246,True,False,False,False,False,False,False,False,False,False,True
2,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.6537101630604919,True,False,False,False,False,False,False,False,False,False,True
10,0.9315068493150683,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.6452948574235772,True,False,False,False,False,False,False,False,False,False,True
7,0.9999999999999999,0.0,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.6438638286960076,True,False,False,False,False,False,False,False,False,False,True
2,0.9999999999999999,0.4874177313201702,0.28762045959970345,0.6845238095238095,0.5294117647058824,0.0,0.6379310344827587,0.6393013612419167,True,False,False,False,False,False,False,False,False,False,True
4,0.9999999999999999,0.4874177313201702,0.36693847294292065,0.6845238095238095,0.42016806722689076,0.0,0.6379310344827587,0.6393013612419167,True,False,False,False,False,False,False,False,False,False,True
6,0.9999999999999999,0.16473093302361594,0.3654558932542624,0.36309523809523814,0.42016806722689076,0.0,0.3275862068965517,0.6390186377209267,True,False,False,False,False,False,False,False,False,False,True
3,0.9999999999999999,0.32849399922570655,0.3424759080800593,0.6547619047619048,0.42016806722689076,0.0,0.6091954022988506,0.6389397672187827,True,False,False,False,False,False,False,False,False,False,True
12,0.9999999999999999,0.16860240030971735,0.4151223128243143,0.375,0.42016806722689076,0.0,0.3390804597701149,0.6389092326274213,True,False,False,False,False,False,False,False,False,False,True
7,0.9999999999999999,0.44521873790166466,0.3951074870274277,0.6726190476190477,0.42016806722689076,0.0,0.6264367816091955,0.6387761236420622,True,False,False,False,False,False,False,False,False,False,True
10,0.9315068493150683,0.4874177313201702,0.4240177909562639,0.6964285714285715,0.5798319327731092,0.0,0.6494252873563219,0.6386309602820887,True,False,False,False,False,False,False,False,False,False,True
5,0.8630136986301368,0.3693379790940766,0.1530763528539659,0.6428571428571429,0.3361344537815126,0.0,0.6436781609195402,0.5263995687157004,True,False,False,False,False,False,False,False,False,False,True
8,0.9999999999999999,0.0,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.5044986736601722,True,False,False,False,False,False,False,False,False,False,True
6,0.9999999999999999,0.0,0.0,0.11904761904761905,0.0,0.0,0.09195402298850575,0.48809523541015143,True,False,False,False,False,False,False,False,False,False,True
11,0.9999999999999999,0.5600077429345721,0.21052631578947367,0.6547619047619048,0.3361344537815126,0.0,0.6091954022988506,0.20120437084834547,True,False,False,False,False,False,False,False,False,False,True
5,0.8630136986301368,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.10872299340798364,True,False,False,False,False,False,False,False,False,False,True
1,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.8051856690359026,False,True,False,False,False,False,False,False,True,False,False
4,0.9999999999999999,0.020131629887727445,0.0,0.8333333333333334,0.0,0.0,0.20689655172413793,0.7738526526927373,False,True,False,False,False,False,False,False,True,False,False
9,0.9999999999999999,0.4502516453735965,0.45070422535211263,0.7023809523809524,0.7394957983193277,0.0,0.6551724137931034,0.7516478732699973,False,True,False,False,False,False,False,False,True,False,False
9,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.7420708750674375,False,True,False,False,False,False,False,False,True,False,False
1,0.9999999999999999,0.4502516453735965,0.4406968124536694,0.7023809523809524,0.6302521008403361,0.0,0.6551724137931034,0.6955842557909018,False,True,False,False,False,False,False,False,True,False,False
4,0.9999999999999999,0.4874177313201702,0.3491475166790215,0.6964285714285715,0.6302521008403361,0.0,0.6494252873563219,0.6952228241618125,False,True,False,False,False,False,False,False,True,False,False
7,0.9999999999999999,0.44521873790166466,0.38917716827279464,0.6726190476190477,0.5042016806722689,0.0,0.6264367816091955,0.6951720173805295,False,True,False,False,False,False,False,False,True,False,False
8,0.9999999999999999,0.44521873790166466,0.38028169014084506,0.6726190476190477,0.5042016806722689,0.0,0.6264367816091955,0.6951720173805295,False,True,False,False,False,False,False,False,True,False,False
2,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.6789560810989725,False,True,False,False,False,False,False,False,True,False,False
5,0.8630136986301368,0.024196670538133958,0.0,0.253968253968254,0.0,0.0,0.06896551724137931,0.6627128321690117,False,True,False,False,False,False,False,False,True,False,False
2,0.9999999999999999,0.4874177313201702,0.2902149740548554,0.6646825396825398,0.5294117647058824,0.0,0.6494252873563219,0.6391917227069721,False,True,False,False,False,False,False,False,True,False,False
3,0.9999999999999999,0.32849399922570655,0.31764269829503333,0.6547619047619048,0.42016806722689076,0.0,0.6091954022988506,0.6389397672187827,False,True,False,False,False,False,False,False,True,False,False
12,0.9999999999999999,0.16860240030971735,0.20311341734618235,1.0,0.5294117647058824,0.0,0.3390804597701149,0.6387517893455487,False,True,False,False,False,False,False,False,True,False,False
6,0.9999999999999999,0.16473093302361594,0.15233506300963676,0.9682539682539684,0.42016806722689076,0.0,0.3275862068965517,0.6386590770065614,False,True,False,False,False,False,False,False,True,False,False
10,0.9315068493150683,0.4874177313201702,0.3951074870274277,0.6964285714285715,0.5798319327731092,0.0,0.6494252873563219,0.6386309602820887,False,True,False,False,False,False,False,False,True,False,False
10,0.9315068493150683,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.6158412871305075,False,True,False,False,False,False,False,False,True,False,False
8,0.9999999999999999,0.0,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.5664387418131637,False,True,False,False,False,False,False,False,True,False,False
3,0.9315068493150683,0.024196670538133958,0.0,0.14285714285714288,0.0,0.0,0.11494252873563218,0.5400964147427701,False,True,False,False,False,False,False,False,True,False,False
7,0.9999999999999999,0.0,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.5044986736601722,False,True,False,False,False,False,False,False,True,False,False
11,0.9999999999999999,0.024196670538133958,0.0,0.05952380952380953,0.0,0.0,0.034482758620689655,0.31790955708170066,False,True,False,False,False,False,False,False,True,False,False
5,0.8630136986301368,0.7648083623693378,0.268346923647146,0.6785714285714286,0.0,0.0,0.632183908045977,0.0,False,True,False,False,False,False,False,False,True,False,False
1,0.9999999999999999,0.020131629887727445,0.0,0.14285714285714288,0.0,0.0,0.06896551724137931,0.8472621983482126,False,True,False,False,False,False,True,False,False,False,False
3,0.9315068493150683,0.024196670538133958,0.0,0.18253968253968256,0.0,0.0,0.11494252873563218,0.7856205495517324,False,True,False,False,False,False,True,False,False,False,False
4,0.9999999999999999,0.020131629887727445,0.0,0.39682539682539686,0.0,0.0,0.20689655172413793,0.7644747789102068,False,True,False,False,False,False,True,False,False,False,False
9,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.7042019980097166,False,True,False,False,False,False,True,False,False,False,False
9,0.9999999999999999,0.4502516453735965,0.4158636026686434,0.7023809523809524,0.6302521008403361,0.0,0.6551724137931034,0.6963418725023965,False,True,False,False,False,False,True,False,False,False,False
7,0.9999999999999999,0.44521873790166466,0.35952557449962935,0.6726190476190477,0.5042016806722689,0.0,0.6264367816091955,0.6951720173805295,False,True,False,False,False,False,True,False,False,False,False
8,0.9999999999999999,0.44521873790166466,0.42920681986656783,0.6726190476190477,0.5042016806722689,0.0,0.6264367816091955,0.6951720173805295,False,True,False,False,False,False,True,False,False,False,False
10,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.6915790401182128,False,True,False,False,False,False,True,False,False,False,False
11,0.9999999999999999,0.024196670538133958,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.6582809126108656,False,True,False,False,False,False,True,False,False,False,False
2,0.9999999999999999,0.020131629887727445,0.0,0.09523809523809525,0.0,0.0,0.06896551724137931,0.6579178164428175,False,True,False,False,False,False,True,False,False,False,False
4,0.9999999999999999,0.4874177313201702,0.24462564862861377,0.6904761904761906,0.5294117647058824,0.0,0.6436781609195402,0.639790513531741,False,True,False,False,False,False,True,False,False,False,False
2,0.9999999999999999,0.4874177313201702,0.2776130467012602,0.6845238095238095,0.5294117647058824,0.0,0.6379310344827587,0.6393013612419167,False,True,False,False,False,False,True,False,False,False,False
12,0.9999999999999999,0.16860240030971735,0.33098591549295775,0.3115079365079365,0.42016806722689076,0.0,0.3390804597701149,0.6390216589268011,False,True,False,False,False,False,True,False,False,False,False
